gene_name_K12	gene_name_SL1344	gene_name_LT2	gene_name_14028s	gene_name_ST474	gene_id_K12	gene_id_SL1344	gene_id_LT2	gene_id_14028s	gene_id_ST474	ortho_id
NA	SL1344_RS19565	STM3799	STM14_4587	STM474_RS19565	NA	SL1344_RS19565	STM3799	STM14_RS20070	STM474_RS19565	ortho_3354
NA	SL1344_RS22115	STM4307	STM14_RS22615	STM474_RS22115	NA	SL1344_RS22115	STM4307	STM14_RS22615	STM474_RS22115	ortho_3355
NA	SL1344_RS13505	NA	STM14_RS06750	STM474_RS13505	NA	SL1344_RS13505	NA	STM14_RS06750	STM474_RS13505	ortho_3356
NA	SL1344_RS16390	STM3169	STM14_RS16920	STM474_RS16390	NA	SL1344_RS16390	STM3169	STM14_RS16920	STM474_RS16390	ortho_3357
NA	SL1344_RS07600	STM1528	STM14_RS08500	STM474_RS07600	NA	SL1344_RS07600	STM1528	STM14_RS08500	STM474_RS07600	ortho_3358
NA	SL1344_RS23880	NA	STM14_RS00315	STM474_RS23875	NA	SL1344_RS23880	NA	STM14_RS00315	STM474_RS23875	ortho_3359
NA	SL1344_RS12510	ptsJ	STM14_RS13415	ptsJ	NA	SL1344_RS12510	STM2436	STM14_RS13415	STM474_RS12510	ortho_3360
NA	SL1344_RS12705	STM2475	STM14_3035	STM474_RS12705	NA	SL1344_RS12705	STM2475	STM14_RS13610	STM474_RS12705	ortho_3361
NA	SL1344_RS07900	STM1585	STM14_RS08800	STM474_RS07900	NA	SL1344_RS07900	STM1585	STM14_RS08800	STM474_RS07900	ortho_3362
NA	SL1344_RS00275	oadB1	STM14_RS00840	STM474_RS03890	NA	SL1344_RS00275	STM0054	STM14_RS00840	STM474_RS03890	ortho_3363
NA	SL1344_RS12025	STM2344	STM14_RS12930	STM474_RS12025	NA	SL1344_RS12025	STM2344	STM14_RS12930	STM474_RS12025	ortho_3364
NA	clpV	STM0272	tssH	tssH	NA	SL1344_RS01380	STM0272	STM14_RS01950	STM474_RS01380	ortho_3365
NA	SL1344_RS01575	STM0307	STM14_0362	STM474_RS01575	NA	SL1344_RS01575	STM0307	STM14_RS02145	STM474_RS01575	ortho_3366
NA	SL1344_RS22645	STM4412	STM14_RS23140	STM474_RS22645	NA	SL1344_RS22645	STM4412	STM14_RS23140	STM474_RS22645	ortho_3367
NA	SL1344_RS14840	sprB	STM14_RS15370	STM474_RS14840	NA	SL1344_RS14840	STM2866	STM14_RS15370	STM474_RS14840	ortho_3368
NA	SL1344_RS15790	STM3052	STM14_RS16315	STM474_RS15790	NA	SL1344_RS15790	STM3052	STM14_RS16315	STM474_RS15790	ortho_3369
NA	arcC	STM4466	STM14_RS23405	arcC	NA	SL1344_RS22910	STM4466	STM14_RS23405	STM474_RS22910	ortho_3370
NA	SL1344_RS24690	NA	NA	sul2	NA	SL1344_RS24690	NA	NA	STM474_RS24680	ortho_3371
NA	SL1344_RS19045	STM3696	STM14_RS19550	STM474_RS19045	NA	SL1344_RS19045	STM3696	STM14_RS19550	STM474_RS19045	ortho_3372
NA	gogA	STM2614	gogA	gogA	NA	SL1344_RS13400	STM2614	STM14_RS14305	STM474_RS13400	ortho_3373
NA	SL1344_RS23840	PSLT068	STM14_5589	STM474_RS23835	NA	SL1344_RS23840	PSLT068	STM14_RS00355	STM474_RS23835	ortho_3374
NA	SL1344_RS04615	STM0950	STM14_RS05200	STM474_RS04615	NA	SL1344_RS04615	STM0950	STM14_RS05200	STM474_RS04615	ortho_3375
NA	SL1344_RS06225	STM1254	STM14_1513	STM474_RS06225	NA	SL1344_RS06225	STM1254	STM14_RS07125	STM474_RS06225	ortho_3376
NA	SL1344_RS06280	STM1265	STM14_RS07180	STM474_RS06280	NA	SL1344_RS06280	STM1265	STM14_RS07180	STM474_RS06280	ortho_3377
NA	fimY	fimY	STM14_RS03360	fimY	NA	SL1344_RS02790	STM0550	STM14_RS03360	STM474_RS02790	ortho_3378
NA	SL1344_RS19865	STM3858	STM14_RS20370	STM474_RS19865	NA	SL1344_RS19865	STM3858	STM14_RS20370	STM474_RS19865	ortho_3379
NA	SL1344_RS13965	STM2712	NA	STM474_RS13965	NA	SL1344_RS13965	STM2712	NA	STM474_RS13965	ortho_3380
NA	SL1344_RS14145	NA	NA	STM474_RS14145	NA	SL1344_RS14145	NA	NA	STM474_RS14145	ortho_3381
NA	SL1344_RS16025	STM3098	STM14_RS16550	STM474_RS16025	NA	SL1344_RS16025	STM3098	STM14_RS16550	STM474_RS16025	ortho_3382
NA	SL1344_RS13465	NA	STM14_RS06790	STM474_RS13465	NA	SL1344_RS13465	NA	STM14_RS06790	STM474_RS13465	ortho_3383
NA	SL1344_RS14395	mig-14	STM14_RS14925	STM474_RS14395	NA	SL1344_RS14395	STM2782	STM14_RS14925	STM474_RS14395	ortho_3384
NA	SL1344_RS05475	scsB	STM14_RS06060	STM474_RS05475	NA	SL1344_RS05475	STM1114	STM14_RS06060	STM474_RS05475	ortho_3385
NA	SL1344_RS24645	NA	NA	pilL	NA	SL1344_RS24645	NA	NA	STM474_RS24640	ortho_3386
NA	SL1344_RS07725	STM1552	STM14_1874	STM474_RS07725	NA	SL1344_RS07725	STM1552	STM14_RS08625	STM474_RS07725	ortho_3387
NA	SL1344_RS18190	STM3527	STM14_RS18695	STM474_RS18190	NA	SL1344_RS18190	STM3527	STM14_RS18695	STM474_RS18190	ortho_3388
NA	SL1344_RS06240	STM1257	STM14_RS07140	STM474_RS06240	NA	SL1344_RS06240	STM1257	STM14_RS07140	STM474_RS06240	ortho_3389
NA	SL1344_RS13260	STM2587	STM14_RS14165	STM474_RS13260	NA	SL1344_RS13260	STM2587	STM14_RS14165	STM474_RS13260	ortho_3390
NA	SL1344_RS20610	STM4012	STM14_RS21110	STM474_RS20610	NA	SL1344_RS20610	STM4012	STM14_RS21110	STM474_RS20610	ortho_3391
NA	SL1344_RS16820	tagH	NA	STM474_RS16820	NA	SL1344_RS16820	STM3256	NA	STM474_RS16820	ortho_3392
NA	SL1344_RS08320	STM1667	STM14_RS09220	STM474_RS08320	NA	SL1344_RS08320	STM1667	STM14_RS09220	STM474_RS08320	ortho_3393
NA	pduC	pduC	pduC	pduC	NA	SL1344_RS10500	STM2040	STM14_RS11405	STM474_RS10500	ortho_3394
NA	SL1344_RS07695	STM1548	STM14_RS08595	STM474_RS07695	NA	SL1344_RS07695	STM1548	STM14_RS08595	STM474_RS07695	ortho_3395
NA	SL1344_RS19555	STM3796A	STM14_RS20060	STM474_RS19555	NA	SL1344_RS19555	STM3796A	STM14_RS20060	STM474_RS19555	ortho_3396
NA	slrP	slrP	sirP	slrP	NA	SL1344_RS04050	STM0800	STM14_RS04625	STM474_RS04050	ortho_3397
NA	SL1344_RS24050	rsdB	STM14_RS00145	STM474_RS24045	NA	SL1344_RS24050	PSLT031	STM14_RS00145	STM474_RS24045	ortho_3398
NA	SL1344_RS16380	NA	STM14_RS16910	STM474_RS16380	NA	SL1344_RS16380	NA	STM14_RS16910	STM474_RS16380	ortho_3399
NA	SL1344_RS24605	NA	NA	STM474_RS24600	NA	SL1344_RS24605	NA	NA	STM474_RS24600	ortho_3400
NA	SL1344_RS04245	STM0839	STM14_RS04830	STM474_RS04245	NA	SL1344_RS04245	STM0839	STM14_RS04830	STM474_RS04245	ortho_3401
NA	SL1344_RS06105	STM1236	STM14_RS06690	STM474_RS06105	NA	SL1344_RS06105	STM1236	STM14_RS06690	STM474_RS06105	ortho_3402
NA	SL1344_RS13720	NA	NA	STM474_RS13720	NA	SL1344_RS13720	NA	NA	STM474_RS13720	ortho_3403
NA	SL1344_RS11670	STM2273	STM14_RS12575	STM474_RS11670	NA	SL1344_RS11670	STM2273	STM14_RS12575	STM474_RS11670	ortho_3404
NA	SL1344_RS14855	orgA	orgB	orgB	NA	SL1344_RS14855	STM2869	STM14_RS15385	STM474_RS14855	ortho_3405
NA	SL1344_RS10565	pduS	pduS	pduS	NA	SL1344_RS10565	STM2053	STM14_RS11470	STM474_RS10565	ortho_3406
NA	SL1344_RS02645	STM0520	STM14_RS03215	STM474_RS02645	NA	SL1344_RS02645	STM0520	STM14_RS03215	STM474_RS02645	ortho_3407
NA	SL1344_RS22730	STM4428	STM14_RS23225	STM474_RS22730	NA	SL1344_RS22730	STM4428	STM14_RS23225	STM474_RS22730	ortho_3408
NA	asrC	asrC	asrC	asrC	NA	SL1344_RS13070	STM2550	STM14_RS13975	STM474_RS13070	ortho_3409
NA	SL1344_RS14075	NA	NA	STM474_RS14075	NA	SL1344_RS14075	NA	NA	STM474_RS14075	ortho_3410
NA	SL1344_RS22145	rtsB	rtsB	STM474_RS22145	NA	SL1344_RS22145	STM4314	STM14_RS22640	STM474_RS22145	ortho_3411
NA	SL1344_RS00275	oadB1	STM14_RS00840	STM474_RS00275	NA	SL1344_RS00275	STM0054	STM14_RS00840	STM474_RS00275	ortho_3412
NA	SL1344_RS19515	STM3791	STM14_RS20020	STM474_RS19515	NA	SL1344_RS19515	STM3791	STM14_RS20020	STM474_RS19515	ortho_3413
NA	SL1344_RS13535	STM2635	STM14_RS14430	xis	NA	SL1344_RS13535	STM2635	STM14_RS14430	STM474_RS13535	ortho_3414
NA	SL1344_RS00795	STM0156	STM14_RS01365	STM474_RS00795	NA	SL1344_RS00795	STM0156	STM14_RS01365	STM474_RS00795	ortho_3415
NA	SL1344_RS11200	STM2180	STM14_RS12105	STM474_RS11200	NA	SL1344_RS11200	STM2180	STM14_RS12105	STM474_RS11200	ortho_3416
NA	SL1344_RS07850	STM1575	STM14_RS08750	STM474_RS07850	NA	SL1344_RS07850	STM1575	STM14_RS08750	STM474_RS07850	ortho_3417
NA	SL1344_RS06120	STM1239	STM14_RS07020	sopF	NA	SL1344_RS06120	STM1239	STM14_RS07020	STM474_RS06120	ortho_3418
NA	SL1344_RS15110	STM2920	STM14_RS15640	STM474_RS15110	NA	SL1344_RS15110	STM2920	STM14_RS15640	STM474_RS15110	ortho_3419
NA	steC	steC	steC	steC	NA	SL1344_RS08475	STM1698	STM14_RS09380	STM474_RS08475	ortho_3420
NA	SL1344_RS22650	STM4413	STM14_RS23145	STM474_RS22650	NA	SL1344_RS22650	STM4413	STM14_RS23145	STM474_RS22650	ortho_3421
NA	SL1344_RS14815	sitA	STM14_RS15345	sitA	NA	SL1344_RS14815	STM2861	STM14_RS15345	STM474_RS14815	ortho_3422
NA	SL1344_RS02605	sfbC	STM14_RS03175	STM474_RS02605	NA	SL1344_RS02605	STM0512	STM14_RS03175	STM474_RS02605	ortho_3423
NA	SL1344_RS22940	ytgA	STM14_RS23435	STM474_RS22940	NA	SL1344_RS22940	STM4472	STM14_RS23435	STM474_RS22940	ortho_3424
NA	prgJ	prgJ	prgJ	prgJ	NA	SL1344_RS14870	STM2872	STM14_RS15400	STM474_RS14870	ortho_3425
NA	SL1344_RS14190	STM2741	STM14_3304	STM474_RS14190	NA	SL1344_RS14190	STM2741	STM14_RS14715	STM474_RS14190	ortho_3426
NA	SL1344_RS22105	STM4305	STM14_RS22605	STM474_RS22105	NA	SL1344_RS22105	STM4305	STM14_RS22605	STM474_RS22105	ortho_3427
NA	SL1344_RS12850	STM2504	STM14_3069	STM474_RS12850	NA	SL1344_RS12850	STM2504	STM14_RS13755	STM474_RS12850	ortho_3428
NA	SL1344_RS19530	STM3794	STM14_RS20035	STM474_RS19530	NA	SL1344_RS19530	STM3794	STM14_RS20035	STM474_RS19530	ortho_3429
NA	pipB2	pipB	STM14_RS14915	pipB2	NA	SL1344_RS14385	STM1088	STM14_RS14915	STM474_RS14385	ortho_3430
NA	SL1344_RS13430	STM2619	ninG	STM474_RS13430	NA	SL1344_RS13430	STM2619	STM14_RS14335	STM474_RS13430	ortho_3431
NA	ttrS	ttrS	ttrS	ttrS	NA	SL1344_RS06885	STM1386	STM14_RS07785	STM474_RS06885	ortho_3432
NA	SL1344_RS26425	NA	NA	traV	NA	SL1344_RS26425	NA	NA	STM474_RS23760	ortho_3433
NA	SL1344_RS20075	ilvG	ilvG	STM474_RS20075	NA	SL1344_RS20075	STM3901	STM14_RS20575	STM474_RS20075	ortho_3434
NA	SL1344_RS00885	stiH	STM14_RS01455	STM474_RS00885	NA	SL1344_RS00885	STM0174	STM14_RS01455	STM474_RS00885	ortho_3435
NA	SL1344_RS06230	STM1255	STM14_RS07130	STM474_RS06230	NA	SL1344_RS06230	STM1255	STM14_RS07130	STM474_RS06230	ortho_3436
NA	SL1344_RS04620	STM0951	STM14_RS05205	STM474_RS04620	NA	SL1344_RS04620	STM0951	STM14_RS05205	STM474_RS04620	ortho_3437
NA	SL1344_RS00900	stiA	stiA	STM474_RS00900	NA	SL1344_RS00900	STM0177	STM14_RS01470	STM474_RS00900	ortho_3438
NA	SL1344_RS26660	NA	STM14_RS26020	STM474_RS27325	NA	SL1344_RS26660	NA	STM14_RS26020	STM474_RS27325	ortho_3439
NA	SL1344_RS13995	STM2718	NA	STM474_RS13995	NA	SL1344_RS13995	STM2718	NA	STM474_RS13995	ortho_3440
NA	SL1344_RS04470	STM0884	STM14_RS05055	STM474_RS04470	NA	SL1344_RS04470	STM0884	STM14_RS05055	STM474_RS04470	ortho_3441
NA	SL1344_RS14830	sitD	STM14_RS15360	sitD	NA	SL1344_RS14830	STM2864	STM14_RS15360	STM474_RS14830	ortho_3442
NA	SL1344_RS22900	STM4464	STM14_RS23395	STM474_RS22900	NA	SL1344_RS22900	STM4464	STM14_RS23395	STM474_RS22900	ortho_3443
NA	SL1344_RS01540	safD	safD	STM474_RS01540	NA	SL1344_RS01540	STM0302	STM14_RS02110	STM474_RS01540	ortho_3444
NA	SL1344_RS13495	NA	STM14_RS06760	STM474_RS13495	NA	SL1344_RS13495	NA	STM14_RS06760	STM474_RS13495	ortho_3445
NA	SL1344_RS14150	NA	NA	STM474_RS14150	NA	SL1344_RS14150	NA	NA	STM474_RS14150	ortho_3446
NA	SL1344_RS04990	STM1021	STM14_RS05575	STM474_RS04990	NA	SL1344_RS04990	STM1021	STM14_RS05575	STM474_RS04990	ortho_3447
NA	SL1344_RS14345	fljB	fliC	STM474_RS14345	NA	SL1344_RS14345	STM2771	STM14_RS10705	STM474_RS14345	ortho_3448
NA	SL1344_RS24675	NA	NA	STM474_RS24670	NA	SL1344_RS24675	NA	NA	STM474_RS24670	ortho_3449
NA	SL1344_RS19640	NA	NA	ccmE	NA	SL1344_RS19640	NA	NA	STM474_RS11560	ortho_3450
NA	SL1344_RS24040	NA	STM14_RS00155	STM474_RS24035	NA	SL1344_RS24040	NA	STM14_RS00155	STM474_RS24035	ortho_3451
NA	SL1344_RS18820	STM3651	STM14_RS19325	STM474_RS18820	NA	SL1344_RS18820	STM3651	STM14_RS19325	STM474_RS18820	ortho_3452
NA	SL1344_RS20835	STM4053	STM14_RS21335	STM474_RS20835	NA	SL1344_RS20835	STM4053	STM14_RS21335	STM474_RS20835	ortho_3453
NA	SL1344_RS10555	pduP	pduP	pduP	NA	SL1344_RS10555	STM2051	STM14_RS11460	STM474_RS10555	ortho_3454
NA	SL1344_RS05035	STM1029	STM14_RS05620	STM474_RS05035	NA	SL1344_RS05035	STM1029	STM14_RS05620	STM474_RS05035	ortho_3455
NA	SL1344_RS15625	STM3020	STM14_RS16150	STM474_RS15625	NA	SL1344_RS15625	STM3020	STM14_RS16150	STM474_RS15625	ortho_3456
NA	SL1344_RS02440	STM0479	STM14_RS03010	STM474_RS02440	NA	SL1344_RS02440	STM0479	STM14_RS03010	STM474_RS02440	ortho_3457
NA	SL1344_RS22815	STM4447	STM14_RS23310	STM474_RS22815	NA	SL1344_RS22815	STM4447	STM14_RS23310	STM474_RS22815	ortho_3458
NA	SL1344_RS25475	NA	STM14_RS24975	STM474_RS25455	NA	SL1344_RS25475	NA	STM14_RS24975	STM474_RS25455	ortho_3459
NA	SL1344_RS08350	STM1673	STM14_RS09250	STM474_RS08350	NA	SL1344_RS08350	STM1673	STM14_RS09250	STM474_RS08350	ortho_3460
NA	SL1344_RS13060	asrA	asrA	asrA	NA	SL1344_RS13060	STM2548	STM14_RS13965	STM474_RS13060	ortho_3461
NA	SL1344_RS02885	STM0571	STM14_RS03460	STM474_RS02885	NA	SL1344_RS02885	STM0571	STM14_RS03460	STM474_RS02885	ortho_3462
NA	SL1344_RS14110	NA	NA	STM474_RS14110	NA	SL1344_RS14110	NA	NA	STM474_RS14110	ortho_3463
NA	SL1344_RS11875	cheV	cheV	STM474_RS11875	NA	SL1344_RS11875	STM2314	STM14_RS12780	STM474_RS11875	ortho_3464
NA	SL1344_RS20460	STM3981	STM14_RS20960	STM474_RS20460	NA	SL1344_RS20460	STM3981	STM14_RS20960	STM474_RS20460	ortho_3465
NA	SL1344_RS14065	STM2730	NA	STM474_RS14065	NA	SL1344_RS14065	STM2730	NA	STM474_RS14065	ortho_3466
NA	dpiA	STM0052	dpiA	STM474_RS00265	NA	SL1344_RS00265	STM0052	STM14_RS00830	STM474_RS00265	ortho_3467
NA	SL1344_RS22135	STM4312	STM14_RS22635	STM474_RS22135	NA	SL1344_RS22135	STM4312	STM14_RS22635	STM474_RS22135	ortho_3468
NA	SL1344_RS14360	iroC	STM14_RS14890	iroC	NA	SL1344_RS14360	STM2774	STM14_RS14890	STM474_RS14360	ortho_3469
NA	SL1344_RS24635	NA	NA	STM474_RS24630	NA	SL1344_RS24635	NA	NA	STM474_RS24630	ortho_3470
NA	SL1344_RS07715	NA	STM14_1872	STM474_RS07715	NA	SL1344_RS07715	NA	STM14_RS08615	STM474_RS07715	ortho_3471
NA	SL1344_RS13775	NA	NA	STM474_RS13775	NA	SL1344_RS13775	NA	NA	STM474_RS13775	ortho_3472
NA	SL1344_RS24055	PSLT030	STM14_5553	STM474_RS24050	NA	SL1344_RS24055	PSLT030	STM14_RS00140	STM474_RS24050	ortho_3473
NA	SL1344_RS24250	NA	NA	STM474_RS24245	NA	SL1344_RS24250	NA	NA	STM474_RS24245	ortho_3474
NA	SL1344_RS00760	STM0149	STM14_RS01330	STM474_RS00760	NA	SL1344_RS00760	STM0149	STM14_RS01330	STM474_RS00760	ortho_3475
NA	SL1344_RS13275	STM2589	STM14_RS14180	STM474_RS13275	NA	SL1344_RS13275	STM2589	STM14_RS14180	STM474_RS13275	ortho_3476
NA	SL1344_RS06860	orf245	orf245	STM474_RS06860	NA	SL1344_RS06860	STM1381	STM14_RS07760	STM474_RS06860	ortho_3477
NA	msgA	msgA	msgA	msgA	NA	SL1344_RS06135	STM1241	STM14_RS07035	STM474_RS06135	ortho_3478
NA	SL1344_RS21925	lrgB	STM14_RS22425	STM474_RS21925	NA	SL1344_RS21925	STM4272	STM14_RS22425	STM474_RS21925	ortho_3479
NA	SL1344_RS20600	STM4010	STM14_RS21100	STM474_RS20600	NA	SL1344_RS20600	STM4010	STM14_RS21100	STM474_RS20600	ortho_3480
NA	SL1344_RS08310	STM1665	STM14_2012	STM474_RS08310	NA	SL1344_RS08310	STM1665	STM14_RS09210	STM474_RS08310	ortho_3481
NA	SL1344_RS10515	pduG	STM14_RS11420	pduG	NA	SL1344_RS10515	STM2043	STM14_RS11420	STM474_RS10515	ortho_3482
NA	SL1344_RS10570	pduT	STM14_RS11475	pduT	NA	SL1344_RS10570	STM2054	STM14_RS11475	STM474_RS10570	ortho_3483
NA	oadA	oadA2	STM14_RS00845	oadA	NA	SL1344_RS00280	STM3352	STM14_RS00845	STM474_RS00280	ortho_3484
NA	SL1344_RS12595	STM2453	STM14_RS13500	STM474_RS12595	NA	SL1344_RS12595	STM2453	STM14_RS13500	STM474_RS12595	ortho_3485
NA	SL1344_RS14025	NA	NA	STM474_RS14025	NA	SL1344_RS14025	NA	NA	STM474_RS14025	ortho_3486
NA	SL1344_RS22150	STM4315	rtsA	STM474_RS22150	NA	SL1344_RS22150	STM4315	STM14_RS22645	STM474_RS22150	ortho_3487
NA	SL1344_RS13540	STM2636	STM14_RS14435	STM474_RS13540	NA	SL1344_RS13540	STM2636	STM14_RS14435	STM474_RS13540	ortho_3488
NA	SL1344_RS14080	STM2733	NA	STM474_RS14080	NA	SL1344_RS14080	STM2733	NA	STM474_RS14080	ortho_3489
NA	SL1344_RS25640	STM2507	STM14_3072	STM474_RS25620	NA	SL1344_RS25640	STM2507	STM14_RS25140	STM474_RS25620	ortho_3490
NA	SL1344_RS13735	NA	NA	STM474_RS13735	NA	SL1344_RS13735	NA	NA	STM474_RS13735	ortho_3491
NA	SL1344_RS24210	NA	NA	STM474_RS24205	NA	SL1344_RS24210	NA	NA	STM474_RS24205	ortho_3492
NA	pagD	pagD	pagD	pagD	NA	SL1344_RS06150	STM1244	STM14_RS07050	STM474_RS06150	ortho_3493
NA	SL1344_RS06915	ssrA	ssrA	STM474_RS06915	NA	SL1344_RS06915	STM1392	STM14_RS07815	STM474_RS06915	ortho_3494
NA	SL1344_RS09840	STM1967	STM14_2387	STM474_RS09840	NA	SL1344_RS09840	STM1967	STM14_RS10745	STM474_RS09840	ortho_3495
NA	SL1344_RS14820	sitB	STM14_RS15350	sitB	NA	SL1344_RS14820	STM2862	STM14_RS15350	STM474_RS14820	ortho_3496
NA	SL1344_RS10530	pduK	STM14_RS11435	pduK	NA	SL1344_RS10530	STM2046	STM14_RS11435	STM474_RS10530	ortho_3497
NA	SL1344_RS14040	NA	NA	STM474_RS14040	NA	SL1344_RS14040	NA	NA	STM474_RS14040	ortho_3498
NA	dmsB	STM4306	STM14_RS22610	dmsB	NA	SL1344_RS04690	STM4306	STM14_RS22610	STM474_RS04690	ortho_3499
NA	SL1344_RS13500	NA	STM14_RS06755	STM474_RS13500	NA	SL1344_RS13500	NA	STM14_RS06755	STM474_RS13500	ortho_3500
NA	SL1344_RS23875	PSLT061	STM14_RS00320	STM474_RS23870	NA	SL1344_RS23875	PSLT061	STM14_RS00320	STM474_RS23870	ortho_3501
NA	SL1344_RS06260	STM1261	STM14_RS07160	STM474_RS06260	NA	SL1344_RS06260	STM1261	STM14_RS07160	STM474_RS06260	ortho_3502
NA	SL1344_RS12020	STM2343	STM14_RS12925	STM474_RS12020	NA	SL1344_RS12020	STM2343	STM14_RS12925	STM474_RS12020	ortho_3503
NA	SL1344_RS21900	STM4267	STM14_RS22400	STM474_RS21900	NA	SL1344_RS21900	STM4267	STM14_RS22400	STM474_RS21900	ortho_3504
NA	SL1344_RS08270	STM1657	STM14_RS09170	STM474_RS08270	NA	SL1344_RS08270	STM1657	STM14_RS09170	STM474_RS08270	ortho_3505
NA	SL1344_RS18720	STM3632	STM14_RS19225	STM474_RS18720	NA	SL1344_RS18720	STM3632	STM14_RS19225	STM474_RS18720	ortho_3506
NA	pagN	iviVI-A	pagN	pagN	NA	SL1344_RS01570	STM0306	STM14_RS02140	STM474_RS01570	ortho_3507
NA	SL1344_RS18915	STM3670	STM14_RS19420	STM474_RS18915	NA	SL1344_RS18915	STM3670	STM14_RS19420	STM474_RS18915	ortho_3508
NA	SL1344_RS14375	iroN	STM14_RS14905	STM474_RS14375	NA	SL1344_RS14375	STM2777	STM14_RS14905	STM474_RS14375	ortho_3509
NA	SL1344_RS08090	STM1623	STM14_RS08990	STM474_RS08090	NA	SL1344_RS08090	STM1623	STM14_RS08990	STM474_RS08090	ortho_3510
NA	SL1344_RS24070	ccdA	ccdA	ccdA	NA	SL1344_RS24070	PSLT027	STM14_RS00125	STM474_RS24065	ortho_3511
NA	SL1344_RS06875	ttrC	ttrC	ttrC	NA	SL1344_RS06875	STM1384	STM14_RS07775	STM474_RS06875	ortho_3512
NA	SL1344_RS01755	STM0343	STM14_RS02325	STM474_RS01755	NA	SL1344_RS01755	STM0343	STM14_RS02325	STM474_RS01755	ortho_3513
NA	SL1344_RS23920	parB	parB	STM474_RS23915	NA	SL1344_RS23920	PSLT053	STM14_RS00275	STM474_RS23915	ortho_3514
NA	psiB	psiB	psiB	psiB	NA	SL1344_RS24375	PSLT069	STM14_RS00360	STM474_RS24370	ortho_3515
NA	NA	glpR	STM14_RS18675	STM474_RS18170	NA	NA	STM3523	STM14_RS18675	STM474_RS18170	ortho_3516
NA	SL1344_RS03085	STM0611	STM14_RS03660	STM474_RS03085	NA	SL1344_RS03085	STM0611	STM14_RS03660	STM474_RS03085	ortho_3517
NA	SL1344_RS19805	STM3846	STM14_RS20310	STM474_RS19805	NA	SL1344_RS19805	STM3846	STM14_RS20310	STM474_RS19805	ortho_3518
NA	SL1344_RS05065	STM1034	recA	STM474_RS05065	NA	SL1344_RS05065	STM1034	STM14_RS05650	STM474_RS05065	ortho_3519
NA	SL1344_RS10585	pduW	pduW	pduW	NA	SL1344_RS10585	STM2057	STM14_RS11490	STM474_RS10585	ortho_3520
NA	SL1344_RS20840	yiiZ	STM14_4877	STM474_RS20840	NA	SL1344_RS20840	STM4054	STM14_RS21340	STM474_RS20840	ortho_3521
NA	SL1344_RS15655	NA	STM14_RS16180	STM474_RS15655	NA	SL1344_RS15655	NA	STM14_RS16180	STM474_RS15655	ortho_3522
NA	SL1344_RS13960	STM2711	NA	STM474_RS13960	NA	SL1344_RS13960	STM2711	NA	STM474_RS13960	ortho_3523
NA	SL1344_RS14095	STM2737	NA	STM474_RS14095	NA	SL1344_RS14095	STM2737	NA	STM474_RS14095	ortho_3524
NA	SL1344_RS22820	bglG	STM14_RS23315	STM474_RS22820	NA	SL1344_RS22820	STM4448	STM14_RS23315	STM474_RS22820	ortho_3525
NA	SL1344_RS14140	NA	NA	STM474_RS14140	NA	SL1344_RS14140	NA	NA	STM474_RS14140	ortho_3526
NA	SL1344_RS22165	STM4318	STM14_RS22660	STM474_RS22165	NA	SL1344_RS22165	STM4318	STM14_RS22660	STM474_RS22165	ortho_3527
NA	citC	citC2	STM14_RS00860	citC	NA	SL1344_RS00295	STM0058	STM14_RS00860	STM474_RS00295	ortho_3528
NA	SL1344_RS13460	NA	STM14_RS06795	STM474_RS13460	NA	SL1344_RS13460	NA	STM14_RS06795	STM474_RS13460	ortho_3529
NA	SL1344_RS14390	virK	virK	STM474_RS14390	NA	SL1344_RS14390	STM2781	STM14_RS05150	STM474_RS14390	ortho_3530
NA	SL1344_RS06835	lpp2	lppB	STM474_RS06835	NA	SL1344_RS06835	STM1376	STM14_RS07735	STM474_RS06835	ortho_3531
NA	SL1344_RS24085	repA2	STM14_RS00110	STM474_RS24080	NA	SL1344_RS24085	PSLT022	STM14_RS00110	STM474_RS24080	ortho_3532
NA	SL1344_RS01715	STM0335	STM14_RS02285	STM474_RS01715	NA	SL1344_RS01715	STM0335	STM14_RS02285	STM474_RS01715	ortho_3533
NA	ttrR	ttrR	ttrR	ttrR	NA	SL1344_RS06890	STM1387	STM14_RS07790	STM474_RS06890	ortho_3534
NA	SL1344_RS05470	scsA	STM14_RS06055	STM474_RS05470	NA	SL1344_RS05470	STM1113	STM14_RS06055	STM474_RS05470	ortho_3535
NA	SL1344_RS07720	NA	STM14_RS08620	STM474_RS07720	NA	SL1344_RS07720	NA	STM14_RS08620	STM474_RS07720	ortho_3536
NA	SL1344_RS24280	NA	NA	STM474_RS24275	NA	SL1344_RS24280	NA	NA	STM474_RS24275	ortho_3537
NA	SL1344_RS07975	STM1600	STM14_1937	STM474_RS07975	NA	SL1344_RS07975	STM1600	STM14_RS08875	STM474_RS07975	ortho_3538
NA	SL1344_RS25360	trpL	STM14_RS24860	trpL	NA	SL1344_RS25360	STM1722	STM14_RS24860	STM474_RS25340	ortho_3539
NA	SL1344_RS00810	STM0159	STM14_RS01380	STM474_RS00810	NA	SL1344_RS00810	STM0159	STM14_RS01380	STM474_RS00810	ortho_3540
NA	SL1344_RS22270	ecnR	STM14_RS22765	STM474_RS22270	NA	SL1344_RS22270	STM4337	STM14_RS22765	STM474_RS22270	ortho_3541
